date,city,latitude,longitude,pm25,aqi,aqi_category,pm10,o3,no2,so2,co,temperature,humidity,wind_speed,year,month,day,hour,day_of_week,season,is_weekend
2023-03-22,Dover,39.1582,-75.5244,12.22,57,Moderate,33.57,26.09,27.25,6.06,0.48,14.4,66.4,6.7,2023,3,22,0,2,Spring,0
2023-03-23,Dover,39.1582,-75.5244,9.24,51,Moderate,38.3,27.41,22.35,5.08,0.46,14.95,54.9,4.3,2023,3,23,0,3,Spring,0
2023-03-24,Dover,39.1582,-75.5244,17.35,66,Moderate,20.85,45.01,28.19,7.08,0.76,23.57,80.4,7.6,2023,3,24,0,4,Spring,0
2023-03-25,Dover,39.1582,-75.5244,14.09,60,Moderate,39.19,27.37,23.72,5.98,0.4,8.95,33.4,1.5,2023,3,25,0,5,Spring,1
2023-03-26,Dover,39.1582,-75.5244,18.33,68,Moderate,34.09,26.93,22.58,5.34,0.54,27.21,66.5,5.7,2023,3,26,0,6,Spring,1
2023-03-27,Dover,39.1582,-75.5244,19.04,70,Moderate,30.6,27.43,18.76,7.16,0.51,19.7,60.2,6.2,2023,3,27,0,0,Spring,0
2023-03-28,Dover,39.1582,-75.5244,14.02,60,Moderate,23.58,47.12,27.3,6.08,0.53,8.64,58.8,8.3,2023,3,28,0,1,Spring,0
2023-03-29,Dover,39.1582,-75.5244,18.81,69,Moderate,20.72,45.13,29.59,3.94,0.75,9.43,84.3,2.6,2023,3,29,0,2,Spring,0
2023-03-30,Dover,39.1582,-75.5244,16.39,65,Moderate,37.77,34.69,19.1,3.93,0.46,11.68,62.9,9.2,2023,3,30,0,3,Spring,0
2023-03-31,Dover,39.1582,-75.5244,15.27,62,Moderate,31.47,42.09,24.37,5.62,0.44,18.68,44.1,6.7,2023,3,31,0,4,Spring,0
2023-04-01,Dover,39.1582,-75.5244,10.42,53,Moderate,25.81,43.79,18.39,4.29,0.56,10.9,70.8,4.7,2023,4,1,0,5,Spring,1
2023-04-02,Dover,39.1582,-75.5244,11.41,55,Moderate,39.78,43.37,23.32,4.36,0.74,8.08,73.4,9.0,2023,4,2,0,6,Spring,1
2023-04-03,Dover,39.1582,-75.5244,16.78,65,Moderate,37.43,28.32,26.39,6.33,0.47,11.06,87.7,9.9,2023,4,3,0,0,Spring,0
2023-04-04,Dover,39.1582,-75.5244,14.44,61,Moderate,39.6,38.2,18.37,6.31,0.57,10.77,32.8,2.4,2023,4,4,0,1,Spring,0
2023-04-05,Dover,39.1582,-75.5244,10.14,53,Moderate,23.87,38.83,27.71,5.05,0.4,11.9,76.8,1.6,2023,4,5,0,2,Spring,0
2023-04-06,Dover,39.1582,-75.5244,14.52,61,Moderate,32.65,27.19,16.67,7.87,0.68,25.52,46.3,1.1,2023,4,6,0,3,Spring,0
2023-04-07,Dover,39.1582,-75.5244,11.0,55,Moderate,39.7,34.7,29.13,5.23,0.68,27.69,64.5,4.6,2023,4,7,0,4,Spring,0
2023-04-08,Dover,39.1582,-75.5244,16.34,64,Moderate,31.07,25.14,17.92,4.33,0.41,23.42,75.7,4.9,2023,4,8,0,5,Spring,1
2023-04-09,Dover,39.1582,-75.5244,14.35,61,Moderate,25.65,33.16,28.76,4.5,0.46,14.16,61.9,2.7,2023,4,9,0,6,Spring,1
2023-04-10,Dover,39.1582,-75.5244,11.25,55,Moderate,39.03,33.7,16.49,6.51,0.66,22.77,36.5,9.8,2023,4,10,0,0,Spring,0
2023-04-11,Dover,39.1582,-75.5244,15.29,63,Moderate,25.98,32.84,24.1,7.53,0.6,22.58,77.7,9.8,2023,4,11,0,1,Spring,0
2023-04-12,Dover,39.1582,-75.5244,18.38,68,Moderate,26.91,37.18,29.28,7.27,0.45,8.0,60.5,5.9,2023,4,12,0,2,Spring,0
2023-04-13,Dover,39.1582,-75.5244,16.64,65,Moderate,27.46,35.73,19.33,4.84,0.58,16.12,63.6,7.8,2023,4,13,0,3,Spring,0
2023-04-14,Dover,39.1582,-75.5244,17.12,66,Moderate,29.23,40.81,26.76,7.46,0.52,9.5,77.8,1.5,2023,4,14,0,4,Spring,0
2023-04-15,Dover,39.1582,-75.5244,11.03,55,Moderate,21.38,34.48,18.78,7.25,0.62,22.07,56.6,7.0,2023,4,15,0,5,Spring,1
2023-04-16,Dover,39.1582,-75.5244,11.94,56,Moderate,24.94,24.58,19.11,4.28,0.69,25.1,57.4,7.9,2023,4,16,0,6,Spring,1
2023-04-17,Dover,39.1582,-75.5244,12.59,58,Moderate,29.8,43.17,30.46,5.92,0.5,22.08,78.8,4.5,2023,4,17,0,0,Spring,0
2023-04-18,Dover,39.1582,-75.5244,12.75,58,Moderate,22.86,33.3,30.29,6.23,0.75,11.18,81.1,7.8,2023,4,18,0,1,Spring,0
2023-04-19,Dover,39.1582,-75.5244,13.25,59,Moderate,31.04,42.76,16.91,6.36,0.72,24.85,45.9,9.4,2023,4,19,0,2,Spring,0
2023-04-20,Dover,39.1582,-75.5244,19.04,70,Moderate,37.69,29.46,19.29,6.56,0.54,15.57,82.4,9.8,2023,4,20,0,3,Spring,0
2023-04-21,Dover,39.1582,-75.5244,16.69,65,Moderate,34.1,33.43,28.17,5.81,0.58,20.8,55.0,1.4,2023,4,21,0,4,Spring,0
2023-04-22,Dover,39.1582,-75.5244,15.27,62,Moderate,26.45,36.11,19.2,5.03,0.43,8.03,43.0,4.3,2023,4,22,0,5,Spring,1
2023-04-23,Dover,39.1582,-75.5244,14.76,62,Moderate,32.21,31.27,16.18,4.81,0.47,21.96,61.5,2.8,2023,4,23,0,6,Spring,1
2023-04-24,Dover,39.1582,-75.5244,13.49,59,Moderate,34.58,35.0,29.0,5.19,0.78,11.41,84.3,6.9,2023,4,24,0,0,Spring,0
2023-04-25,Dover,39.1582,-75.5244,14.93,62,Moderate,23.82,35.81,27.28,5.93,0.51,25.76,74.8,9.0,2023,4,25,0,1,Spring,0
2023-04-26,Dover,39.1582,-75.5244,14.9,62,Moderate,21.53,41.58,26.46,7.95,0.7,23.59,73.5,9.6,2023,4,26,0,2,Spring,0
2023-04-27,Dover,39.1582,-75.5244,13.28,59,Moderate,35.78,32.92,30.9,6.27,0.8,19.71,57.8,1.2,2023,4,27,0,3,Spring,0
2023-04-28,Dover,39.1582,-75.5244,11.35,55,Moderate,30.29,45.9,31.88,4.31,0.41,17.57,43.3,1.4,2023,4,28,0,4,Spring,0
2023-04-29,Dover,39.1582,-75.5244,12.6,58,Moderate,22.28,36.3,20.06,6.91,0.8,17.66,52.2,4.0,2023,4,29,0,5,Spring,1
2023-04-30,Dover,39.1582,-75.5244,13.8,60,Moderate,33.08,26.5,16.2,5.56,0.74,21.62,43.4,6.6,2023,4,30,0,6,Spring,1
2023-05-01,Dover,39.1582,-75.5244,11.21,55,Moderate,37.8,43.82,19.03,7.83,0.61,9.93,85.8,5.5,2023,5,1,0,0,Spring,0
2023-05-02,Dover,39.1582,-75.5244,18.33,68,Moderate,32.98,41.47,28.22,5.32,0.7,23.48,74.3,5.8,2023,5,2,0,1,Spring,0
2023-05-03,Dover,39.1582,-75.5244,14.29,61,Moderate,22.77,46.98,23.99,5.59,0.71,13.01,67.0,6.0,2023,5,3,0,2,Spring,0
2023-05-04,Dover,39.1582,-75.5244,10.52,54,Moderate,33.02,27.22,20.68,6.01,0.51,10.62,70.2,5.2,2023,5,4,0,3,Spring,0
2023-05-05,Dover,39.1582,-75.5244,11.96,56,Moderate,31.83,24.95,17.44,7.17,0.78,9.07,61.2,6.0,2023,5,5,0,4,Spring,0
2023-05-06,Dover,39.1582,-75.5244,15.28,63,Moderate,38.19,26.15,25.56,7.5,0.55,16.85,53.7,7.7,2023,5,6,0,5,Spring,1
2023-05-07,Dover,39.1582,-75.5244,15.45,63,Moderate,20.94,46.93,16.43,5.37,0.65,16.06,38.7,2.0,2023,5,7,0,6,Spring,1
2023-05-08,Dover,39.1582,-75.5244,10.2,53,Moderate,26.83,25.96,18.38,6.31,0.62,20.06,41.1,5.5,2023,5,8,0,0,Spring,0
2023-05-09,Dover,39.1582,-75.5244,14.2,61,Moderate,21.83,45.18,29.37,5.16,0.56,24.8,76.9,4.1,2023,5,9,0,1,Spring,0
2023-05-10,Dover,39.1582,-75.5244,14.65,61,Moderate,37.23,30.2,24.39,7.78,0.7,27.08,54.6,3.4,2023,5,10,0,2,Spring,0
2023-05-11,Dover,39.1582,-75.5244,16.72,65,Moderate,37.43,46.94,20.02,6.61,0.43,10.02,88.0,9.6,2023,5,11,0,3,Spring,0
2023-05-12,Dover,39.1582,-75.5244,18.06,68,Moderate,24.76,40.29,17.45,4.43,0.59,12.73,80.4,5.0,2023,5,12,0,4,Spring,0
2023-05-13,Dover,39.1582,-75.5244,18.14,68,Moderate,26.25,23.67,26.47,6.98,0.57,12.65,77.0,4.5,2023,5,13,0,5,Spring,1
2023-05-14,Dover,39.1582,-75.5244,16.84,65,Moderate,36.16,23.27,16.75,4.74,0.47,27.15,43.1,4.7,2023,5,14,0,6,Spring,1
2023-05-15,Dover,39.1582,-75.5244,10.25,53,Moderate,32.05,27.94,25.0,6.63,0.69,10.54,65.6,6.2,2023,5,15,0,0,Spring,0
2023-05-16,Dover,39.1582,-75.5244,15.91,64,Moderate,35.11,26.35,20.84,7.74,0.55,17.98,85.2,9.8,2023,5,16,0,1,Spring,0
2023-05-17,Dover,39.1582,-75.5244,9.93,53,Moderate,31.45,35.36,30.75,5.52,0.44,18.23,36.2,2.1,2023,5,17,0,2,Spring,0
2023-05-18,Dover,39.1582,-75.5244,12.51,57,Moderate,34.48,28.38,19.5,7.55,0.63,23.05,71.0,1.9,2023,5,18,0,3,Spring,0
2023-05-19,Dover,39.1582,-75.5244,11.86,56,Moderate,21.86,39.92,15.47,5.86,0.61,11.07,30.8,5.1,2023,5,19,0,4,Spring,0
2023-05-20,Dover,39.1582,-75.5244,13.78,60,Moderate,33.36,41.94,27.43,5.91,0.77,20.41,78.0,1.7,2023,5,20,0,5,Spring,1
2023-05-21,Dover,39.1582,-75.5244,18.53,69,Moderate,25.39,43.79,26.73,3.94,0.58,17.13,69.8,6.4,2023,5,21,0,6,Spring,1
2023-05-22,Dover,39.1582,-75.5244,14.28,61,Moderate,20.07,23.48,28.15,7.39,0.41,23.41,42.2,1.5,2023,5,22,0,0,Spring,0
2023-05-23,Dover,39.1582,-75.5244,14.65,61,Moderate,20.71,25.29,21.0,6.51,0.62,23.42,73.5,9.6,2023,5,23,0,1,Spring,0
2023-05-24,Dover,39.1582,-75.5244,14.82,62,Moderate,25.78,25.82,29.73,7.29,0.78,24.13,75.2,9.4,2023,5,24,0,2,Spring,0
2023-05-25,Dover,39.1582,-75.5244,18.04,68,Moderate,36.91,45.6,30.4,5.91,0.45,23.83,36.3,8.7,2023,5,25,0,3,Spring,0
2023-05-26,Dover,39.1582,-75.5244,18.19,68,Moderate,37.51,23.76,17.06,4.35,0.65,8.87,85.1,2.6,2023,5,26,0,4,Spring,0
2023-05-27,Dover,39.1582,-75.5244,16.75,65,Moderate,31.3,41.76,20.73,5.58,0.52,23.97,76.8,1.7,2023,5,27,0,5,Spring,1
2023-05-28,Dover,39.1582,-75.5244,12.38,57,Moderate,32.69,24.83,25.21,5.27,0.7,12.54,85.3,1.5,2023,5,28,0,6,Spring,1
2023-05-29,Dover,39.1582,-75.5244,16.56,65,Moderate,22.95,43.98,25.24,5.21,0.7,15.92,88.8,3.0,2023,5,29,0,0,Spring,0
2023-05-30,Dover,39.1582,-75.5244,11.47,55,Moderate,23.82,44.14,29.46,4.62,0.71,16.14,57.1,4.1,2023,5,30,0,1,Spring,0
2023-05-31,Dover,39.1582,-75.5244,12.57,57,Moderate,23.72,30.3,16.37,6.39,0.67,8.07,85.9,6.2,2023,5,31,0,2,Spring,0
2023-06-01,Dover,39.1582,-75.5244,11.1,55,Moderate,30.21,24.02,18.57,7.21,0.57,17.48,59.2,7.6,2023,6,1,0,3,Summer,0
2023-06-02,Dover,39.1582,-75.5244,17.14,66,Moderate,19.1,26.94,19.69,3.75,0.37,17.28,36.5,5.3,2023,6,2,0,4,Summer,0
2023-06-03,Dover,39.1582,-75.5244,14.85,62,Moderate,29.03,28.81,16.11,4.37,0.72,11.15,82.5,7.2,2023,6,3,0,5,Summer,1
2023-06-04,Dover,39.1582,-75.5244,10.12,53,Moderate,26.52,22.15,29.84,4.43,0.51,13.74,50.0,6.3,2023,6,4,0,6,Summer,1
2023-06-05,Dover,39.1582,-75.5244,15.95,64,Moderate,26.35,26.14,26.17,3.94,0.36,8.02,39.9,9.9,2023,6,5,0,0,Summer,0
2023-06-06,Dover,39.1582,-75.5244,12.69,58,Moderate,24.37,22.79,25.24,6.15,0.37,11.72,76.6,8.4,2023,6,6,0,1,Summer,0
2023-06-07,Dover,39.1582,-75.5244,15.3,63,Moderate,25.09,36.26,20.0,3.94,0.66,15.9,86.4,0.7,2023,6,7,0,2,Summer,0
2023-06-08,Dover,39.1582,-75.5244,16.9,66,Moderate,29.58,30.77,27.04,6.89,0.39,19.68,31.5,1.6,2023,6,8,0,3,Summer,0
2023-06-09,Dover,39.1582,-75.5244,16.25,64,Moderate,33.82,22.59,27.6,4.4,0.73,9.92,34.7,1.2,2023,6,9,0,4,Summer,0
2023-06-10,Dover,39.1582,-75.5244,13.94,60,Moderate,28.6,24.4,23.67,4.1,0.41,9.68,59.4,2.4,2023,6,10,0,5,Summer,1
2023-06-11,Dover,39.1582,-75.5244,13.94,60,Moderate,33.82,29.34,24.08,4.89,0.6,24.3,36.7,2.5,2023,6,11,0,6,Summer,1
2023-06-12,Dover,39.1582,-75.5244,18.04,68,Moderate,30.61,37.89,29.87,6.61,0.68,6.81,44.1,0.5,2023,6,12,0,0,Summer,0
2023-06-13,Dover,39.1582,-75.5244,10.98,55,Moderate,21.28,33.83,20.94,4.67,0.37,8.16,73.5,5.1,2023,6,13,0,1,Summer,0
2023-06-14,Dover,39.1582,-75.5244,15.37,63,Moderate,23.14,33.4,28.9,5.44,0.48,12.71,47.7,7.2,2023,6,14,0,2,Summer,0
2023-06-15,Dover,39.1582,-75.5244,14.52,61,Moderate,17.73,43.23,17.37,7.25,0.71,12.08,47.3,3.9,2023,6,15,0,3,Summer,0
2023-06-16,Dover,39.1582,-75.5244,17.85,67,Moderate,23.22,31.14,15.55,5.62,0.57,7.37,77.2,6.5,2023,6,16,0,4,Summer,0
2023-06-17,Dover,39.1582,-75.5244,15.33,63,Moderate,35.52,35.4,25.63,7.42,0.5,15.18,56.3,8.2,2023,6,17,0,5,Summer,1
2023-06-18,Dover,39.1582,-75.5244,14.84,62,Moderate,28.28,27.38,18.6,4.71,0.66,8.5,76.7,3.6,2023,6,18,0,6,Summer,1
2023-06-19,Dover,39.1582,-75.5244,10.82,54,Moderate,20.17,31.39,14.12,4.3,0.37,21.93,80.4,1.1,2023,6,19,0,0,Summer,0
2023-06-20,Dover,39.1582,-75.5244,15.75,63,Moderate,34.97,28.38,28.97,7.17,0.37,11.17,79.5,7.7,2023,6,20,0,1,Summer,0
2023-06-21,Dover,39.1582,-75.5244,10.59,54,Moderate,17.58,25.41,28.3,5.78,0.52,7.06,66.7,1.7,2023,6,21,0,2,Summer,0
2023-06-22,Dover,39.1582,-75.5244,12.45,57,Moderate,20.07,25.75,21.3,6.67,0.42,17.0,52.7,1.9,2023,6,22,0,3,Summer,0
2023-06-23,Dover,39.1582,-75.5244,13.79,60,Moderate,33.07,36.73,22.88,3.87,0.49,12.54,57.2,6.2,2023,6,23,0,4,Summer,0
2023-06-24,Dover,39.1582,-75.5244,11.99,56,Moderate,33.97,41.35,17.0,5.59,0.73,11.67,67.5,4.3,2023,6,24,0,5,Summer,1
2023-06-25,Dover,39.1582,-75.5244,10.34,53,Moderate,18.94,33.11,18.44,3.54,0.52,8.88,61.4,7.4,2023,6,25,0,6,Summer,1
2023-06-26,Dover,39.1582,-75.5244,9.65,52,Moderate,30.07,30.96,19.76,3.88,0.55,24.51,63.3,4.1,2023,6,26,0,0,Summer,0
2023-06-27,Dover,39.1582,-75.5244,13.65,59,Moderate,19.1,37.93,14.15,5.03,0.36,18.38,32.9,3.6,2023,6,27,0,1,Summer,0
2023-06-28,Dover,39.1582,-75.5244,17.12,66,Moderate,19.81,36.67,23.77,3.69,0.51,22.35,77.8,1.6,2023,6,28,0,2,Summer,0
2023-06-29,Dover,39.1582,-75.5244,13.14,59,Moderate,28.31,36.59,16.08,4.97,0.45,22.06,57.8,4.6,2023,6,29,0,3,Summer,0
2023-06-30,Dover,39.1582,-75.5244,16.05,64,Moderate,30.9,24.06,24.93,7.05,0.51,16.03,65.4,3.8,2023,6,30,0,4,Summer,0
2023-07-01,Dover,39.1582,-75.5244,12.64,58,Moderate,17.74,24.96,15.23,6.66,0.43,10.25,39.3,2.8,2023,7,1,0,5,Summer,1
2023-07-02,Dover,39.1582,-75.5244,12.43,57,Moderate,22.58,30.9,14.03,4.31,0.62,16.12,55.5,9.9,2023,7,2,0,6,Summer,1
2023-07-03,Dover,39.1582,-75.5244,15.95,64,Moderate,26.5,39.24,13.69,4.66,0.7,14.13,52.1,1.3,2023,7,3,0,0,Summer,0
2023-07-04,Dover,39.1582,-75.5244,15.81,64,Moderate,34.65,26.69,24.43,5.51,0.36,22.23,61.4,4.8,2023,7,4,0,1,Summer,0
2023-07-05,Dover,39.1582,-75.5244,14.43,61,Moderate,22.85,22.35,19.99,5.19,0.61,12.38,55.9,9.1,2023,7,5,0,2,Summer,0
2023-07-06,Dover,39.1582,-75.5244,12.47,57,Moderate,19.69,31.99,12.83,3.66,0.33,20.28,66.1,9.4,2023,7,6,0,3,Summer,0
2023-07-07,Dover,39.1582,-75.5244,12.59,58,Moderate,19.02,35.45,21.71,3.2,0.38,5.42,44.7,3.1,2023,7,7,0,4,Summer,0
2023-07-08,Dover,39.1582,-75.5244,8.64,48,Good,17.21,36.98,26.67,3.22,0.32,6.7,78.4,4.9,2023,7,8,0,5,Summer,1
2023-07-09,Dover,39.1582,-75.5244,7.32,41,Good,25.97,34.74,26.94,6.31,0.36,8.77,52.1,1.7,2023,7,9,0,6,Summer,1
2023-07-10,Dover,39.1582,-75.5244,8.6,48,Good,27.68,35.72,27.17,5.63,0.38,22.24,49.9,9.6,2023,7,10,0,0,Summer,0
2023-07-11,Dover,39.1582,-75.5244,10.63,54,Moderate,27.57,32.15,21.21,6.92,0.7,20.39,34.7,7.6,2023,7,11,0,1,Summer,0
2023-07-12,Dover,39.1582,-75.5244,8.21,46,Good,31.33,31.34,22.81,3.51,0.5,19.3,77.4,7.6,2023,7,12,0,2,Summer,0
2023-07-13,Dover,39.1582,-75.5244,12.34,57,Moderate,16.09,23.84,27.98,4.79,0.31,16.9,65.6,7.2,2023,7,13,0,3,Summer,0
2023-07-14,Dover,39.1582,-75.5244,10.35,53,Moderate,26.01,23.31,19.44,4.53,0.32,22.67,84.8,7.8,2023,7,14,0,4,Summer,0
2023-07-15,Dover,39.1582,-75.5244,14.53,61,Moderate,21.78,33.54,27.62,4.57,0.53,14.94,35.6,6.3,2023,7,15,0,5,Summer,1
2023-07-16,Dover,39.1582,-75.5244,14.92,62,Moderate,21.92,39.2,27.37,6.29,0.47,20.66,41.3,9.3,2023,7,16,0,6,Summer,1
2023-07-17,Dover,39.1582,-75.5244,12.63,58,Moderate,19.04,36.79,27.52,6.21,0.39,11.54,36.3,2.5,2023,7,17,0,0,Summer,0
2023-07-18,Dover,39.1582,-75.5244,14.43,61,Moderate,15.25,23.08,25.42,5.56,0.45,21.99,72.1,7.6,2023,7,18,0,1,Summer,0
2023-07-19,Dover,39.1582,-75.5244,15.14,62,Moderate,19.16,32.69,21.7,5.14,0.62,11.16,45.2,8.3,2023,7,19,0,2,Summer,0
2023-07-20,Dover,39.1582,-75.5244,14.89,62,Moderate,21.15,30.13,20.47,3.4,0.59,5.89,49.6,6.0,2023,7,20,0,3,Summer,0
2023-07-21,Dover,39.1582,-75.5244,8.89,49,Good,30.16,30.24,20.54,3.83,0.59,24.62,62.3,4.1,2023,7,21,0,4,Summer,0
2023-07-22,Dover,39.1582,-75.5244,14.5,61,Moderate,16.5,28.93,19.91,3.15,0.58,10.04,88.1,7.8,2023,7,22,0,5,Summer,1
2023-07-23,Dover,39.1582,-75.5244,14.92,62,Moderate,26.72,26.54,18.46,4.85,0.65,12.29,34.5,7.1,2023,7,23,0,6,Summer,1
2023-07-24,Dover,39.1582,-75.5244,14.06,60,Moderate,16.66,41.54,27.51,4.54,0.64,20.33,62.3,7.3,2023,7,24,0,0,Summer,0
2023-07-25,Dover,39.1582,-75.5244,11.17,55,Moderate,21.13,40.63,17.88,3.84,0.51,17.89,37.2,5.4,2023,7,25,0,1,Summer,0
2023-07-26,Dover,39.1582,-75.5244,10.29,53,Moderate,29.44,29.59,18.54,6.63,0.43,6.05,49.2,7.0,2023,7,26,0,2,Summer,0
2023-07-27,Dover,39.1582,-75.5244,8.6,48,Good,33.83,24.85,17.09,5.68,0.37,11.49,69.7,1.3,2023,7,27,0,3,Summer,0
2023-07-28,Dover,39.1582,-75.5244,10.14,53,Moderate,30.71,33.83,24.84,4.18,0.5,21.12,45.5,2.4,2023,7,28,0,4,Summer,0
2023-07-29,Dover,39.1582,-75.5244,15.61,63,Moderate,17.98,36.51,13.24,6.46,0.38,9.58,41.4,6.0,2023,7,29,0,5,Summer,1
2023-07-30,Dover,39.1582,-75.5244,15.07,62,Moderate,18.52,18.9,15.27,5.49,0.36,22.21,69.7,8.8,2023,7,30,0,6,Summer,1
2023-07-31,Dover,39.1582,-75.5244,12.54,57,Moderate,15.46,23.12,16.92,5.42,0.66,17.33,42.7,8.9,2023,7,31,0,0,Summer,0
2023-08-01,Dover,39.1582,-75.5244,13.52,59,Moderate,14.79,20.25,19.43,4.06,0.56,7.8,38.9,1.4,2023,8,1,0,1,Summer,0
2023-08-02,Dover,39.1582,-75.5244,15.71,63,Moderate,14.69,18.64,16.13,3.01,0.42,4.74,86.0,1.1,2023,8,2,0,2,Summer,0
2023-08-03,Dover,39.1582,-75.5244,8.64,48,Good,18.34,26.26,12.72,3.83,0.39,9.72,67.7,9.1,2023,8,3,0,3,Summer,0
2023-08-04,Dover,39.1582,-75.5244,13.67,60,Moderate,16.77,18.96,19.08,5.4,0.27,11.66,81.6,6.6,2023,8,4,0,4,Summer,0
2023-08-05,Dover,39.1582,-75.5244,14.58,61,Moderate,29.11,22.84,24.72,3.77,0.54,16.41,73.9,7.6,2023,8,5,0,5,Summer,1
2023-08-06,Dover,39.1582,-75.5244,13.82,60,Moderate,14.67,28.48,17.34,3.63,0.27,8.5,82.3,1.9,2023,8,6,0,6,Summer,1
2023-08-07,Dover,39.1582,-75.5244,11.78,56,Moderate,23.09,15.09,25.85,3.24,0.3,15.47,37.7,1.9,2023,8,7,0,0,Summer,0
2023-08-08,Dover,39.1582,-75.5244,15.31,63,Moderate,25.77,20.86,15.79,3.5,0.41,4.35,44.7,7.1,2023,8,8,0,1,Summer,0
2023-08-09,Dover,39.1582,-75.5244,10.91,54,Moderate,17.34,24.48,24.34,6.34,0.29,12.65,45.7,8.2,2023,8,9,0,2,Summer,0
2023-08-10,Dover,39.1582,-75.5244,12.84,58,Moderate,28.84,23.75,18.47,3.28,0.48,4.77,79.0,8.6,2023,8,10,0,3,Summer,0
2023-08-11,Dover,39.1582,-75.5244,5.89,33,Good,27.28,22.96,22.28,4.85,0.45,18.32,80.7,2.1,2023,8,11,0,4,Summer,0
2023-08-12,Dover,39.1582,-75.5244,10.57,54,Moderate,31.11,18.03,22.84,5.89,0.56,20.74,61.6,8.1,2023,8,12,0,5,Summer,1
2023-08-13,Dover,39.1582,-75.5244,6.23,35,Good,31.42,34.61,22.73,3.23,0.54,15.38,73.1,3.3,2023,8,13,0,6,Summer,1
2023-08-14,Dover,39.1582,-75.5244,8.38,47,Good,12.62,20.13,17.07,5.6,0.27,7.26,49.9,0.7,2023,8,14,0,0,Summer,0
2023-08-15,Dover,39.1582,-75.5244,11.81,56,Moderate,19.15,38.77,18.1,6.38,0.41,4.08,61.9,6.2,2023,8,15,0,1,Summer,0
2023-08-16,Dover,39.1582,-75.5244,12.56,57,Moderate,26.79,26.26,13.74,5.38,0.3,14.39,50.8,5.4,2023,8,16,0,2,Summer,0
2023-08-17,Dover,39.1582,-75.5244,8.92,50,Good,13.29,36.84,24.49,3.65,0.48,13.3,45.7,4.5,2023,8,17,0,3,Summer,0
2023-08-18,Dover,39.1582,-75.5244,13.77,60,Moderate,22.13,19.67,10.3,6.1,0.26,20.45,35.4,0.9,2023,8,18,0,4,Summer,0
2023-08-19,Dover,39.1582,-75.5244,13.66,59,Moderate,19.99,24.79,12.7,2.98,0.26,7.95,83.3,8.6,2023,8,19,0,5,Summer,1
2023-08-20,Dover,39.1582,-75.5244,6.08,34,Good,14.49,37.1,17.5,2.92,0.55,10.02,36.8,3.5,2023,8,20,0,6,Summer,1
2023-08-21,Dover,39.1582,-75.5244,9.12,51,Moderate,28.22,20.61,23.21,4.01,0.35,18.58,70.7,7.4,2023,8,21,0,0,Summer,0
2023-08-22,Dover,39.1582,-75.5244,10.0,53,Moderate,18.89,34.68,14.31,4.35,0.41,11.07,69.9,5.0,2023,8,22,0,1,Summer,0
2023-08-23,Dover,39.1582,-75.5244,14.73,61,Moderate,24.78,29.24,15.75,6.13,0.44,18.18,81.4,2.4,2023,8,23,0,2,Summer,0
2023-08-24,Dover,39.1582,-75.5244,13.5,59,Moderate,18.81,29.45,17.5,3.39,0.37,11.39,39.0,4.7,2023,8,24,0,3,Summer,0
2023-08-25,Dover,39.1582,-75.5244,6.73,37,Good,21.01,31.45,24.81,3.55,0.6,3.62,79.7,6.9,2023,8,25,0,4,Summer,0
2023-08-26,Dover,39.1582,-75.5244,8.51,47,Good,24.39,37.47,21.84,2.81,0.65,12.44,46.3,1.7,2023,8,26,0,5,Summer,1
2023-08-27,Dover,39.1582,-75.5244,9.07,51,Moderate,24.31,34.88,11.93,5.21,0.47,20.9,73.6,9.5,2023,8,27,0,6,Summer,1
2023-08-28,Dover,39.1582,-75.5244,7.14,40,Good,17.44,30.56,10.38,3.85,0.59,21.95,65.0,4.8,2023,8,28,0,0,Summer,0
2023-08-29,Dover,39.1582,-75.5244,8.34,46,Good,13.11,17.65,20.35,5.75,0.34,15.43,51.5,2.2,2023,8,29,0,1,Summer,0
2023-08-30,Dover,39.1582,-75.5244,12.1,57,Moderate,22.54,16.01,11.99,2.95,0.25,10.49,43.3,9.9,2023,8,30,0,2,Summer,0
2023-08-31,Dover,39.1582,-75.5244,9.51,52,Moderate,28.8,21.17,12.84,4.15,0.39,19.78,59.2,2.5,2023,8,31,0,3,Summer,0
2023-09-01,Dover,39.1582,-75.5244,5.88,33,Good,21.58,16.1,9.96,3.76,0.29,19.94,69.5,2.2,2023,9,1,0,4,Fall,0
2023-09-02,Dover,39.1582,-75.5244,8.28,46,Good,21.23,17.37,22.46,3.14,0.45,12.8,48.6,5.2,2023,9,2,0,5,Fall,1
2023-09-03,Dover,39.1582,-75.5244,6.14,34,Good,25.36,14.12,14.52,2.67,0.24,3.83,65.7,4.3,2023,9,3,0,6,Fall,1
2023-09-04,Dover,39.1582,-75.5244,14.27,61,Moderate,11.91,25.19,9.56,4.4,0.57,14.41,37.8,7.3,2023,9,4,0,0,Fall,0
2023-09-05,Dover,39.1582,-75.5244,9.85,52,Moderate,12.62,19.23,19.91,4.59,0.5,18.73,62.7,4.2,2023,9,5,0,1,Fall,0
2023-09-06,Dover,39.1582,-75.5244,13.12,58,Moderate,29.08,14.6,11.25,4.46,0.35,14.47,49.6,5.9,2023,9,6,0,2,Fall,0
2023-09-07,Dover,39.1582,-75.5244,10.56,54,Moderate,19.7,27.15,15.13,4.06,0.46,7.56,80.5,4.6,2023,9,7,0,3,Fall,0
